chr	start	end	i	ngenes	dist	cum_sum
8	35998840	35998990	1898	0	-110	30
8	35998880	35999030	1899	0	174110	30
8	36173140	36173290	1900	0	-130	30
8	36173160	36173310	1901	0	189990	30
8	36363300	36363450	1902	0	-130	30
8	36363320	36363470	1903	0	267750	30
8	36631220	36631370	1904	0	-139	30
8	36631231	36631441	1905	0	-201	30
8	36631240	36631390	1906	0	2630	30
8	36634020	36634170	1907	0	-110	30
8	36634060	36634210	1908	0	82210	30
8	36716420	36716570	1909	0	-30	30
8	36716540	36716690	1910	0	58750	30
8	36775440	36775590	1911	0	-109	30
8	36775481	36775586	1912	0	60714	30
8	36836300	36836450	1913	0	87890	30
8	36924340	36924490	1914	0	-77	30
8	36924413	36924497	1915	0	8383	30
8	36932880	36933030	1916	0	-77	30
8	36932953	36933017	1917	0	-57	30
8	36932960	36933110	1918	0	1099	30
8	36934209	36934258	1919	0	14182	30
8	36948440	36948590	1920	0	-112	30
8	36948478	36948638	1921	0	-138	30
8	36948500	36948650	1922	0	8705	30
8	36957355	36957472	1923	0	53278	30
8	37010750	37011049	1924	0	-249	30
8	37010800	37010950	1925	0	-110	30
8	37010840	37010990	1926	0	5810	30
8	37016800	37016950	1927	0	-90	30
8	37016860	37017010	1928	0	-133	30
8	37016877	37016962	1929	0	20444	30
8	37037406	37037640	1930	0	-220	30
8	37037420	37037570	1931	0	-130	30
8	37037440	37037590	1932	0	824	30
8	37038414	37038611	1933	0	3229	30
8	37041840	37041990	1934	0	-90	30
8	37041900	37042050	1935	0	-113	30
8	37041937	37042071	1936	0	24569	30
8	37066640	37066790	1937	0	-110	30
8	37066680	37066830	1938	0	53270	30
8	37120100	37120250	1939	0	-147	30
8	37120103	37120298	1940	0	-178	30
8	37120120	37120270	1941	0	39910	30
8	37160180	37160330	1942	0	25573	30
8	37185903	37186159	1943	0	-239	30
8	37185920	37186070	1944	0	-130	30
8	37185940	37186090	1945	0	6644	30
8	37192734	37192890	1946	0	24944	30
8	37217834	37218075	1947	0	-215	30
8	37217860	37218010	1948	0	-130	30
8	37217880	37218030	1949	0	30050	30
8	37248080	37248230	1950	0	-117	30
8	37248113	37248257	1951	0	-137	30
8	37248120	37248270	1952	0	28850	30
8	37277120	37277270	1953	0	-102	30
8	37277168	37277319	1954	0	-139	30
8	37277180	37277330	1955	0	114230	30
8	37391560	37391710	1956	0	-132	30
8	37391578	37391754	1957	0	-114	30
8	37391640	37391790	1958	0	4010	30
8	37395800	37395950	1959	0	-130	30
8	37395820	37395970	1960	0	3602	30
8	37399572	37399590	1961	0	3	30
8	37399593	37399615	1962	0	6103	30
8	37405718	37405875	1963	0	-155	30
8	37405720	37405870	1964	0	2918	30
8	37408788	37408859	1965	0	356	30
8	37409215	37409353	1966	0	-133	30
8	37409220	37409370	1967	0	-110	30
8	37409260	37409410	1968	0	4865	30
8	37414275	37414403	1969	0	16397	30
8	37430800	37430950	1970	0	-119	30
8	37430831	37431028	1971	0	25272	30
8	37456300	37456387	1972	0	11761	30
8	37468148	37468251	1973	0	8489	30
8	37476740	37476890	1974	0	-92	30
8	37476798	37476917	1975	0	6913	30
8	37483830	37483950	1976	0	3917	30
8	37487867	37488059	1977	0	-179	30
8	37487880	37488030	1978	0	17628	30
8	37505658	37505781	1979	0	46161	30
8	37551942	37552211	1980	0	-211	30
8	37552000	37552150	1981	0	-130	30
8	37552020	37552170	1982	0	510	30
8	37552680	37552830	1983	0	-112	30
8	37552718	37552872	1984	0	-152	30
8	37552720	37552870	1985	0	4981	30
8	37557851	37558137	1986	0	-257	30
8	37557880	37558030	1987	0	-90	30
8	37557940	37558090	1988	0	1130	30
8	37559220	37559370	1989	0	-30	30
8	37559340	37559490	1990	0	7350	30
8	37566840	37566990	1991	0	-75	30
8	37566915	37566935	1992	0	26923	30
8	37593858	37594144	1993	0	-244	30
8	37593900	37594050	1994	0	26574	30
8	37620624	37620777	1995	0	16548	30
8	37637325	37637398	1996	0	42	30
8	37637440	37637590	1997	0	-110	30
8	37637480	37637630	1998	0	-143	30
8	37637487	37637603	1999	0	4612	30
8	37642215	37642313	2000	0	13999	30
8	37656312	37656486	2001	0	2689	30
8	37659175	37659439	2002	0	-199	30
8	37659240	37659390	2003	0	-90	30
8	37659300	37659450	2004	0	12731	30
8	37672181	37672419	2005	0	-219	30
8	37672200	37672350	2006	0	11770	30
8	37684120	37684270	2007	0	-143	30
8	37684127	37684296	2008	0	13634	30
8	37697930	37698005	2009	0	695	30
8	37698700	37698850	2010	0	-10	30
8	37698840	37698990	2011	0	-104	30
8	37698886	37698946	2012	0	803	30
8	37699749	37699828	2013	0	9168	30
8	37708996	37709235	2014	0	-215	30
8	37709020	37709170	2015	0	-130	30
8	37709040	37709190	2016	0	19390	30
8	37728580	37728730	2017	0	-144	30
8	37728586	37728745	2018	0	-125	30
8	37728620	37728770	2019	0	1186	30
8	37729956	37730058	2020	0	26622	30
8	37756680	37756850	2021	0	4670	30
8	37761520	37761670	2022	0	-136	30
8	37761534	37761702	2023	0	12088	30
8	37773790	37774069	2024	0	-249	30
8	37773820	37773970	2025	0	-130	30
8	37773840	37773990	2026	0	8162	30
8	37782152	37782369	2027	0	-189	30
8	37782180	37782330	2028	0	-130	30
8	37782200	37782350	2029	0	6624	30
8	37788974	37789151	2030	0	-171	30
8	37788980	37789130	2031	0	7237	30
8	37796367	37796475	2032	0	28285	30
8	37824760	37824910	2033	0	-141	30
8	37824769	37824822	2034	1	26438	31
8	37851260	37851410	2035	0	-149	31
8	37851261	37851442	2036	0	-162	31
8	37851280	37851430	2037	0	2450	31
8	37853880	37854030	2038	0	-144	31
8	37853886	37854096	2039	0	34332	31
8	37888428	37888646	2040	0	-186	31
8	37888460	37888610	2041	0	29050	31
8	37917660	37917810	2042	0	-99	31
8	37917711	37917845	2043	0	6879	31
8	37924724	37924920	2044	0	-160	31
8	37924760	37924910	2045	0	-130	31
8	37924780	37924930	2046	0	18950	31
8	37943880	37944030	2047	0	-110	31
8	37943920	37944030	2048	0	34150	31
8	37978180	37978330	2049	0	-90	31
8	37978240	37978390	2050	0	50770	31
8	38029160	38029310	2051	0	-30	31
8	38029280	38029430	2052	0	12568	31
8	38041998	38042204	2053	0	-204	31
8	38042000	38042150	2054	0	-130	31
8	38042020	38042170	2055	0	41970	31
8	38084140	38084290	2056	0	-110	31
8	38084180	38084330	2057	0	-122	31
8	38084208	38084388	2058	0	4048	31
8	38088436	38088615	2059	0	-175	31
8	38088440	38088590	2060	0	544	31
8	38089134	38089268	2061	0	36777	31
8	38126045	38126200	2062	0	18069	31
8	38144269	38144480	2063	0	-140	31
8	38144340	38144490	2064	0	8471	31
8	38152961	38153045	2065	1	44862	32
8	38197907	38197964	2066	0	44656	32
8	38242620	38242770	2067	0	-110	32
8	38242660	38242810	2068	0	1698	32
8	38244508	38244563	2069	0	13797	32
8	38258360	38258510	2070	0	-146	32
8	38258364	38258538	2071	0	-78	32
8	38258460	38258610	2072	0	9602	32
8	38268212	38268431	2073	0	-151	32
8	38268280	38268430	2074	0	-130	32
8	38268300	38268450	2075	0	2381	32
8	38270831	38271079	2076	0	-199	32
8	38270880	38271030	2077	0	-90	32
8	38270940	38271090	2078	0	12230	32
8	38283320	38283470	2079	0	-110	32
8	38283360	38283510	2080	0	42510	32
8	38326020	38326170	2081	0	-146	32
8	38326024	38326255	2082	0	-195	32
8	38326060	38326210	2083	0	1510	32
8	38327720	38327870	2084	0	-110	32
8	38327760	38327910	2085	1	81980	33
8	38409890	38410004	2086	0	5051	33
8	38415055	38415268	2087	0	-188	33
8	38415080	38415230	2088	0	-130	33
8	38415100	38415250	2089	0	8305	33
8	38423555	38423574	2090	0	72324	33
8	38495898	38495918	2091	0	5	33
8	38495923	38496009	2092	1	64951	34
8	38560960	38561110	2093	0	-130	34
8	38560980	38561130	2094	0	-81	34
8	38561049	38561157	2095	0	10710	34
8	38571867	38572151	2096	0	-231	34
8	38571920	38572070	2097	0	6926	34
8	38578996	38579110	2098	0	-90	34
8	38579020	38579170	2099	0	-130	34
8	38579040	38579190	2100	0	12950	34
8	38592140	38592290	2101	0	-109	34
8	38592181	38592449	2102	0	-149	34
8	38592300	38592450	2103	0	21888	34
8	38614338	38614395	2104	0	11497	34
8	38625892	38626123	2105	0	-203	34
8	38625920	38626070	2106	0	-90	34
8	38625980	38626130	2107	0	312	34
8	38626442	38626539	2108	0	1038	34
8	38627577	38627818	2109	0	-138	34
8	38627680	38627830	2110	0	9086	34
8	38636916	38636995	2111	0	5600	34
8	38642595	38642800	2112	0	-160	34
8	38642640	38642790	2113	0	2064	34
8	38644854	38644994	2114	0	-74	34
8	38644920	38645070	2115	0	43210	34
8	38688280	38688430	2116	0	-96	34
8	38688334	38688473	2117	0	-113	34
8	38688360	38688510	2118	0	4517	34
8	38693027	38693133	2119	0	10100	34
8	38703233	38703373	2120	0	10307	34
8	38713680	38713830	2121	0	-110	34
8	38713720	38713870	2122	0	-139	34
8	38713731	38713898	2123	0	45262	34
8	38759160	38759235	2124	0	64783	34
8	38824018	38824220	2125	0	-120	34
8	38824100	38824250	2126	0	-130	34
8	38824120	38824270	2127	0	8272	34
8	38832542	38832710	2128	0	189	34
8	38832899	38833122	2129	0	-222	34
8	38832900	38833050	2130	0	-90	34
8	38832960	38833110	2131	0	19670	34
8	38852780	38852930	2132	0	-110	34
8	38852820	38852970	2133	0	46550	34
8	38899520	38899670	2134	0	65237	34
8	38964907	38965169	2135	0	-249	34
8	38964920	38965070	2136	0	228	34
8	38965298	38965421	2137	0	290	34
8	38965711	38965764	2138	0	96	34
8	38965860	38966010	2139	0	-110	34
8	38965900	38966050	2140	2	164490	36
8	39130540	39130690	2141	0	-110	36
8	39130580	39130730	2142	0	-143	36
8	39130587	39130624	2143	0	54316	36
8	39184940	39185090	2144	0	-90	36
8	39185000	39185150	2145	0	121330	36
8	39306480	39306630	2146	0	22133	36
8	39328763	39328914	2147	0	82126	36
8	39411040	39411190	2148	0	-110	36
8	39411080	39411230	2149	0	298305	36
8	39709535	39709687	2150	0	-147	36
8	39709540	39709690	2151	0	3630	36
8	39713320	39713470	2152	0	36130	36
8	39749600	39749750	2153	0	-110	36
8	39749640	39749790	2154	0	97555	36
8	39847345	39847537	2155	0	-157	36
8	39847380	39847530	2156	0	-130	36
8	39847400	39847550	2157	0	82	36
8	39847632	39847729	2158	0	5510	36
8	39853239	39853492	2159	0	-132	36
8	39853360	39853510	2160	0	-130	36
8	39853380	39853530	2161	0	38090	36
8	39891620	39891770	2162	0	-130	36
8	39891640	39891790	2163	0	-144	36
8	39891646	39891772	2164	0	18691	36
8	39910463	39910632	2165	0	-132	36
8	39910500	39910650	2166	0	-70	36
8	39910580	39910730	2167	0	146510	36
8	40057240	40057390	2168	0	1969	36
8	40059359	40059531	2169	0	-171	36
8	40059360	40059510	2170	0	-130	36
8	40059380	40059530	2171	0	6330	36
8	40065860	40066010	2172	0	-126	36
8	40065884	40066081	2173	0	-181	36
8	40065900	40066050	2174	0	44622	36
8	40110672	40110910	2175	0	-230	36
8	40110680	40110830	2176	0	-90	36
8	40110740	40110890	2177	0	16350	36
8	40127240	40127390	2178	0	-50	36
8	40127340	40127490	2179	0	-128	36
8	40127362	40127468	2180	0	80532	36
8	40208000	40208150	2181	0	-89	36
8	40208061	40208126	2182	0	81660	36
8	40289786	40289940	2183	0	10680	36
8	40300620	40300770	2184	0	-130	36
8	40300640	40300790	2185	0	-95	36
8	40300695	40300791	2186	0	38669	36
8	40339460	40339610	2187	0	-111	36
8	40339499	40339579	2188	0	-79	36
8	40339500	40339650	2189	0	11893	36
8	40351543	40351618	2190	0	55122	36
8	40406740	40406890	2191	0	64337	36
8	40471227	40471288	2192	0	51604	36
8	40522892	40522948	2193	0	35192	36
8	40558140	40558290	2194	0	-120	36
8	40558170	40558324	2195	0	-124	36
8	40558200	40558350	2196	0	65470	36
8	40623820	40623970	2197	0	103753	36
8	40727723	40727825	2198	0	59087	36
8	40786912	40786971	2199	0	8049	36
8	40795020	40795170	2200	0	-144	36
8	40795026	40795236	2201	0	-176	36
8	40795060	40795210	2202	0	13952	36
8	40809162	40809415	2203	0	-235	36
8	40809180	40809330	2204	0	-130	36
8	40809200	40809350	2205	0	41991	36
8	40851341	40851574	2206	0	-194	36
8	40851380	40851530	2207	0	-130	36
8	40851400	40851550	2208	0	42150	36
8	40893700	40893850	2209	0	60650	36
8	40954500	40954650	2210	0	7930	36
8	40962580	40962730	2211	0	-70	36
8	40962660	40962810	2212	0	-53	36
8	40962757	40962765	2213	0	2	36
8	40962767	40962837	2214	0	20841	36
8	40983678	40983938	2215	0	-218	36
8	40983720	40983870	2216	0	15741	36
8	40999611	40999789	2217	0	4012	36
8	41003801	41003814	2218	0	96	36
8	41003910	41004168	2219	0	-228	36
8	41003940	41004090	2220	0	-90	36
8	41004000	41004150	2221	0	6310	36
8	41010460	41010610	2222	0	-111	36
8	41010499	41010624	2223	0	-44	36
8	41010580	41010730	2224	0	40365	36
8	41051095	41051221	2225	0	109199	36
8	41160420	41160570	2226	0	-110	36
8	41160460	41160610	2227	0	-142	36
8	41160468	41160555	2228	0	3687	36
8	41164242	41164387	2229	0	4878	36
8	41169265	41169331	2230	0	19501	36
8	41188832	41188977	2231	0	30074	36
8	41219051	41219090	2232	0	28390	36
8	41247480	41247630	2233	0	14110	36
8	41261740	41261890	2234	0	-130	36
8	41261760	41261910	2235	0	16810	36
8	41278720	41278870	2236	0	-145	36
8	41278725	41278846	2237	0	8824	36
8	41287670	41287881	2238	0	-201	36
8	41287680	41287830	2239	0	-110	36
8	41287720	41287870	2240	0	81887	36
8	41369757	41370009	2241	0	-209	36
8	41369800	41369950	2242	0	-70	36
8	41369880	41370030	2243	0	16334	36
8	41386364	41386638	2244	0	-238	36
8	41386400	41386550	2245	0	-130	36
8	41386420	41386570	2246	0	6850	36
8	41393420	41393570	2247	0	-142	36
8	41393428	41393691	2248	0	-231	36
8	41393460	41393610	2249	0	6638	36
8	41400248	41400498	2250	0	-198	36
8	41400300	41400450	2251	0	-130	36
8	41400320	41400470	2252	0	34930	36
8	41435400	41435550	2253	0	-130	36
8	41435420	41435678	2254	0	11102	36
8	41446780	41446930	2255	0	-91	36
8	41446839	41446991	2256	0	23346	36
8	41470337	41470572	2257	0	-192	36
8	41470380	41470530	2258	0	-130	36
8	41470400	41470550	2259	2	88678	38
8	41559228	41559552	2260	0	-252	38
8	41559300	41559450	2261	0	-130	38
8	41559320	41559470	2262	0	9543	38
8	41569013	41569097	2263	0	12005	38
8	41581102	41581187	2264	0	33273	38
8	41614460	41614610	2265	0	24479	38
8	41639089	41639184	2266	0	29883	38
8	41669067	41669182	2267	0	11044	38
8	41680226	41680350	2268	0	5339	38
8	41685689	41686273	2269	0	-513	38
8	41685760	41686030	2270	0	-70	38
8	41685960	41686110	2271	0	164	38
8	41686274	41686281	2272	0	73	38
8	41686354	41686644	2273	0	-204	38
8	41686440	41686590	2274	0	-130	38
8	41686460	41686610	2275	0	5652	38
8	41692262	41692566	2276	0	-286	38
8	41692280	41692430	2277	0	-110	38
8	41692320	41692470	2278	0	180	38
8	41692650	41692696	2279	0	9604	38
8	41702300	41702450	2280	0	-69	38
8	41702381	41702553	2281	0	-133	38
8	41702420	41702570	2282	0	19975	38
8	41722545	41722669	2283	0	79051	38
8	41801720	41801870	2284	0	-130	38
8	41801740	41801890	2285	0	90	38
8	41801980	41802130	2286	0	13301	38
8	41815431	41815588	2287	0	-148	38
8	41815440	41815590	2288	0	17530	38
8	41833120	41833270	2289	0	19590	38
8	41852860	41853010	2290	0	-130	38
8	41852880	41853030	2291	0	55530	38
8	41908560	41908710	2292	0	34591	38
8	41943301	41943515	2293	0	-155	38
8	41943360	41943510	2294	0	-130	38
8	41943380	41943530	2295	0	54045	38
8	41997575	41997770	2296	0	259	38
8	41998029	41998121	2297	0	81	38
8	41998202	41998477	2298	0	-217	38
8	41998260	41998410	2299	0	-110	38
8	41998300	41998450	2300	0	11260	38
8	42009710	42009803	2301	0	287	38
8	42010090	42010389	2302	0	-269	38
8	42010120	42010270	2303	0	624	38
8	42010894	42011184	2304	0	-224	38
8	42010960	42011110	2305	0	-50	38
8	42011060	42011210	2306	0	18005	38
8	42029215	42029403	2307	0	-183	38
8	42029220	42029370	2308	0	-110	38
8	42029260	42029410	2309	0	17001	38
8	42046411	42046499	2310	0	6221	38
8	42052720	42052870	2311	0	-110	38
8	42052760	42052910	2312	0	-82	38
8	42052828	42052951	2313	0	76056	38
8	42129007	42129095	2314	0	130	38
8	42129225	42129390	2315	0	-150	38
8	42129240	42129390	2316	1	47862	39
8	42177252	42177447	2317	0	-167	39
8	42177280	42177430	2318	0	-130	39
8	42177300	42177450	2319	0	62333	39
8	42239783	42239944	2320	0	2878	39
8	42242822	42242846	2321	0	176	39
8	42243022	42243264	2322	0	-184	39
8	42243080	42243230	2323	0	-130	39
8	42243100	42243250	2324	0	3224	39
8	42246474	42246594	2325	0	23354	39
8	42269948	42270174	2326	0	-194	39
8	42269980	42270130	2327	0	-110	39
8	42270020	42270170	2328	0	45390	39
8	42315560	42315710	2329	0	-90	39
8	42315620	42315770	2330	0	43090	39
8	42358860	42359010	2331	0	-130	39
8	42358880	42359030	2332	1	38340	40
8	42397370	42397497	2333	0	127743	40
8	42525240	42525390	2334	0	3890	40
8	42529280	42529430	2335	0	-79	40
8	42529351	42529453	2336	0	-93	40
8	42529360	42529510	2337	0	18192	40
8	42547702	42547931	2338	0	-211	40
8	42547720	42547870	2339	0	-130	40
8	42547740	42547890	2340	0	68070	40
8	42615960	42616110	2341	0	-108	40
8	42616002	42616120	2342	0	44369	40
8	42660489	42660630	2343	0	-130	40
8	42660500	42660650	2344	0	-110	40
8	42660540	42660690	2345	0	52930	40
8	42713620	42713770	2346	0	-70	40
8	42713700	42713850	2347	0	38604	40
8	42752454	42752606	2348	0	25614	40
8	42778220	42778370	2349	0	-90	40
8	42778280	42778430	2350	2	150370	42
8	42928800	42928950	2351	0	-129	42
8	42928821	42928942	2352	0	-102	42
8	42928840	42928990	2353	0	19449	42
8	42948439	42948744	2354	0	-224	42
8	42948520	42948670	2355	0	293	42
8	42948963	42949212	2356	0	-212	42
8	42949000	42949150	2357	0	-70	42
8	42949080	42949230	2358	0	44950	42
8	42994180	42994330	2359	0	-72	42
8	42994258	42994381	2360	0	-101	42
8	42994280	42994430	2361	0	890	42
8	42995320	42995470	2362	2	140510	44
8	43135980	43136130	2363	0	-106	44
8	43136024	43136191	2364	1	128789	45
8	43264980	43265130	2365	0	-70	45
8	43265060	43265210	2366	0	25910	45
8	43291120	43291270	2367	0	-50	45
8	43291220	43291370	2368	0	262630	45
8	43554000	43554150	2369	0	-143	45
8	43554007	43554156	2370	0	-56	45
8	43554100	43554250	2371	0	2110	45
8	43556360	43556510	2372	0	-10	45
8	43556500	43556650	2373	0	3384391	45
8	46941041	46941405	2374	0	-225	45
8	46941180	46941330	2375	0	-110	45
8	46941220	46941370	2376	0	4771	45
8	46946141	46946164	2377	0	1577	45
8	46947741	46947934	2378	0	2726	45
8	46950660	46950810	2379	0	-53	45
8	46950757	46950941	2380	0	61756	45
8	47012697	47012717	2381	0	6879	45
8	47019596	47019744	2382	0	10153	45
8	47029897	47030070	2383	0	100536	45
8	47130606	47130874	2384	0	150	45
8	47131024	47131025	2385	0	18	45
8	47131043	47131051	2386	0	13333	45
8	47144384	47144640	2387	0	7493	45
8	47152133	47152329	2388	0	2008	45
8	47154337	47154442	2389	0	14154	45
8	47168596	47168802	2390	0	3079	45
8	47171881	47171953	2391	0	118740	45
8	47290693	47290717	2392	0	1384	45
8	47292101	47292272	2393	0	29671	45
8	47321943	47322095	2394	0	334	45
8	47322429	47322502	2395	0	7121	45
8	47329623	47329845	2396	0	16876	45
8	47346721	47346830	2397	0	10765	45
8	47357595	47357736	2398	0	42064	45
8	47399800	47399950	2399	0	-90	45
8	47399860	47400010	2400	0	84610	45
8	47484620	47484770	2401	0	-50	45
8	47484720	47484870	2402	0	85672	45
8	47570542	47570659	2403	0	9261	45
8	47579920	47580070	2404	0	-122	45
8	47579948	47580033	2405	0	38707	45
8	47618740	47618890	2406	0	930	45
8	47619820	47619970	2407	0	-130	45
8	47619840	47619990	2408	1	204407	46
8	47824397	47824404	2409	0	1	46
8	47824405	47824439	2410	0	4888	46
8	47829327	47829592	2411	0	-252	46
8	47829340	47829490	2412	0	-130	46
8	47829360	47829510	2413	0	2290	46
8	47831800	47831950	2414	0	-31	46
8	47831919	47832009	2415	0	36627	46
8	47868636	47868887	2416	0	-187	46
8	47868700	47868850	2417	0	-130	46
8	47868720	47868870	2418	0	47970	46
8	47916840	47916990	2419	0	-70	46
8	47916920	47917070	2420	0	-80	46
8	47916990	47917098	2421	0	5487	46
8	47922585	47922757	2422	0	-157	46
8	47922600	47922750	2423	0	-110	46
8	47922640	47922790	2424	0	2410	46
8	47925200	47925350	2425	0	-110	46
8	47925240	47925390	2426	0	30530	46
8	47955920	47956070	2427	0	-130	46
8	47955940	47956090	2428	0	-142	46
8	47955948	47956086	2429	1	97394	47
8	48053480	48053630	2430	0	-10	47
8	48053620	48053770	2431	0	-136	47
8	48053634	48053716	2432	0	25225	47
8	48078941	48079298	2433	0	-258	47
8	48079040	48079190	2434	0	-110	47
8	48079080	48079230	2435	0	12649	47
8	48091879	48092084	2436	0	-184	47
8	48091900	48092050	2437	0	8070	47
8	48100120	48100270	2438	0	-128	47
8	48100142	48100360	2439	0	-200	47
8	48100160	48100310	2440	0	70	47
8	48100380	48100530	2441	0	-110	47
8	48100420	48100570	2442	0	-110	47
8	48100460	48100625	2443	0	246	47
8	48100871	48100999	2444	0	4691	47
8	48105690	48105948	2445	0	-208	47
8	48105740	48105890	2446	0	-110	47
8	48105780	48105930	2447	0	8933	47
8	48114863	48115139	2448	0	-239	47
8	48114900	48115050	2449	0	2670	47
8	48117720	48117870	2450	0	-115	47
8	48117755	48117850	2451	0	19530	47
8	48137380	48137530	2452	0	-70	47
8	48137460	48137610	2453	0	-141	47
8	48137469	48137619	2454	0	34441	47
8	48172060	48172210	2455	0	-130	47
8	48172080	48172230	2456	0	-148	47
8	48172082	48172306	2457	0	55614	47
8	48227920	48228070	2458	0	-110	47
8	48227960	48228110	2459	0	1790	47
8	48229900	48230050	2460	0	-93	47
8	48229957	48230123	2461	0	-83	47
8	48230040	48230190	2462	0	35550	47
8	48265740	48265890	2463	0	16070	47
8	48281960	48282110	2464	0	-130	47
8	48281980	48282130	2465	0	9330	47
8	48291460	48291610	2466	0	1114	47
8	48292724	48292831	2467	0	3409	47
8	48296240	48296390	2468	0	123830	47
8	48420220	48420370	2469	0	-10	47
8	48420360	48420510	2470	0	2974	47
8	48423484	48423720	2471	0	-220	47
8	48423500	48423650	2472	0	-110	47
8	48423540	48423690	2473	0	31	47
8	48423721	48423723	2474	0	101	47
8	48423824	48424018	2475	0	-118	47
8	48423900	48424050	2476	0	42790	47
8	48466840	48466990	2477	0	124041	47
8	48591031	48591193	2478	0	380	47
8	48591573	48591758	2479	0	-158	47
8	48591600	48591750	2480	0	17350	47
8	48609100	48609250	2481	0	-130	47
8	48609120	48609270	2482	0	-85	47
8	48609185	48609257	2483	0	32391	47
8	48641648	48641762	2484	0	738	47
8	48642500	48642650	2485	0	6690	47
8	48649340	48649490	2486	0	-142	47
8	48649348	48649498	2487	0	-98	47
8	48649400	48649550	2488	0	402	47
8	48649952	48650082	2489	0	1146	47
8	48651228	48651251	2490	0	241	47
8	48651492	48651740	2491	0	-180	47
8	48651560	48651710	2492	0	-110	47
8	48651600	48651750	2493	0	70470	47
8	48722220	48722370	2494	0	16710	47
8	48739080	48739230	2495	0	1	47
8	48739231	48739382	2496	0	42238	47
8	48781620	48781770	2497	0	11810	47
8	48793580	48793730	2498	0	2566	47
8	48796296	48796548	2499	0	-248	47
8	48796300	48796450	2500	0	19646	47
8	48816096	48816213	2501	0	-113	47
8	48816100	48816250	2502	0	1770	47
8	48818020	48818170	2503	0	43650	47
8	48861820	48861970	2504	0	11070	47
8	48873040	48873190	2505	0	21550	47
8	48894740	48894890	2506	0	-48	47
8	48894842	48894942	2507	0	-82	47
8	48894860	48895010	2508	0	10430	47
8	48905440	48905590	2509	0	-50	47
8	48905540	48905690	2510	0	3330	47
8	48909020	48909170	2511	0	-130	47
8	48909040	48909190	2512	0	-136	47
8	48909054	48909208	2513	0	669	47
8	48909877	48910106	2514	0	-226	47
8	48909880	48910030	2515	0	-90	47
8	48909940	48910090	2516	1	48635	48
8	48958725	48958798	2517	0	59642	48
8	49018440	49018590	2518	0	-60	48
8	49018530	49018642	2519	0	-62	48
8	49018580	49018730	2520	0	15070	48
8	49033800	49033950	2521	0	-129	48
8	49033821	49033858	2522	0	2	48
8	49033860	49034010	2523	0	15250	48
8	49049260	49049410	2524	0	-114	48
8	49049296	49049343	2525	0	10337	48
8	49059680	49059830	2526	0	24923	48
8	49084753	49084994	2527	0	-214	48
8	49084780	49084930	2528	0	1770	48
8	49086700	49086850	2529	0	-52	48
8	49086798	49086896	2530	0	17099	48
8	49103995	49104117	2531	0	-117	48
8	49104000	49104150	2532	0	73133	48
8	49177283	49177433	2533	0	1967	48
8	49179400	49179550	2534	0	-134	48
8	49179416	49179552	2535	0	-112	48
8	49179440	49179590	2536	0	3986	48
8	49183576	49183846	2537	0	-246	48
8	49183600	49183750	2538	0	-90	48
8	49183660	49183810	2539	0	47570	48
8	49231380	49231530	2540	0	-124	48
8	49231406	49231551	2541	0	2009	48
8	49233560	49233710	2542	0	-101	48
8	49233609	49233738	2543	0	-98	48
8	49233640	49233790	2544	0	60850	48
8	49294640	49294790	2545	0	-135	48
8	49294655	49294917	2546	0	71103	48
8	49366020	49366170	2547	0	-129	48
8	49366041	49366130	2548	0	12550	48
8	49378680	49378830	2549	0	-88	48
8	49378742	49378909	2550	0	37845	48
8	49416754	49416878	2551	0	-58	48
8	49416820	49416970	2552	0	10147	48
8	49427117	49427346	2553	0	-206	48
8	49427140	49427290	2554	0	-110	48
8	49427180	49427330	2555	0	110	48
8	49427440	49427590	2556	0	3410	48
8	49431000	49431150	2557	0	-90	48
8	49431060	49431210	2558	0	-44	48
8	49431166	49431237	2559	0	26585	48
8	49457822	49457954	2560	0	40886	48
8	49498840	49498990	2561	0	-50	48
8	49498940	49499090	2562	0	11150	48
8	49510240	49510390	2563	0	-140	48
8	49510250	49510389	2564	0	22311	48
8	49532700	49532850	2565	0	-124	48
8	49532726	49532752	2566	0	8	48
8	49532760	49532910	2567	0	1350	48
8	49534260	49534410	2568	0	-110	48
8	49534300	49534450	2569	0	-88	48
8	49534362	49534449	2570	0	73091	48
8	49607540	49607690	2571	0	-129	48
8	49607561	49607698	2572	0	60695	48
8	49668393	49668630	2573	0	-170	48
8	49668460	49668610	2574	0	116530	48
8	49785140	49785290	2575	0	-76	48
8	49785214	49785303	2576	0	30055	48
8	49815358	49815564	2577	0	-164	48
8	49815400	49815550	2578	0	780	48
8	49816330	49816444	2579	0	17784	48
8	49834228	49834421	2580	0	-41	48
8	49834380	49834530	2581	0	-72	48
8	49834458	49834666	2582	0	-186	48
8	49834480	49834630	2583	0	3550	48
8	49838180	49838330	2584	0	-30	48
8	49838300	49838450	2585	0	25010	48
8	49863460	49863610	2586	0	-142	48
8	49863468	49863669	2587	0	-129	48
8	49863540	49863690	2588	0	27890	48
8	49891580	49891730	2589	0	-144	48
8	49891586	49891810	2590	0	-170	48
8	49891640	49891790	2591	0	251210	48
8	50143000	50143150	2592	0	-116	48
8	50143034	50143227	2593	0	-167	48
8	50143060	50143210	2594	0	37250	48
8	50180460	50180610	2595	0	-110	48
8	50180500	50180650	2596	0	33130	48
8	50213780	50213930	2597	0	-70	48
8	50213860	50214010	2598	0	11970	48
